         1311378 function calls (1282198 primitive calls) in 2.097 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        2    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 specifiers.py:665(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:20(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:38(EventList)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkey.py:102(_patch_distribution_metadata)
        8    0.000    0.000    0.000    0.000 projector_config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 _defines.py:257(disclaim_key_flags)
        1    0.000    0.000    0.000    0.000 depth.py:180(DepthWarper)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        8    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
       14    0.000    0.000    0.000    0.000 typing.py:979(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:1546(currentframe)
       39    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2599(__str__)
        1    0.000    0.000    0.000    0.000 _collections.py:106(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:1151(LocalFileHandler)
       15    0.000    0.000    0.000    0.000 lexer.py:38(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(ZipProvider)
        1    0.000    0.000    0.000    0.000 _six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:837(_LPPoolNd)
        3    0.000    0.000    0.000    0.000 __init__.py:6(is_available)
        2    0.000    0.000    0.000    0.000 linear_relu.py:5(LinearReLU)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:10(FisherSnedecor)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        1    0.000    0.000    0.000    0.000 observer.py:304(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 self_supervised.py:14(<module>)
        1    0.000    0.000    0.000    0.000 grads.py:25(GradInformation)
        6    0.000    0.000    0.000    0.000 resource_handle_pb2.py:6(<lambda>)
        6    0.000    0.000    0.000    0.000 layout_pb2.py:6(<lambda>)
        7    0.000    0.000    0.000    0.000 trackable_object_graph_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BaseTester)
        1    0.000    0.000    0.000    0.000 augmentation3d.py:160(RandomDepthicalFlip3D)
        1    0.000    0.000    0.000    0.000 orientation.py:193(LAFOrienter)
       40    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       28    0.000    0.000    0.000    0.000 inspect.py:2882(parameters)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(MissingParameter)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        4    0.000    0.000    0.000    0.000 decoder.py:280(_StructPackDecoder)
        4    0.000    0.000    0.000    0.000 encoder.py:506(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 text_format.py:1245(<listcomp>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 patterns.py:25(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:80(FXFloatFunctional)
        1    0.000    0.000    0.000    0.000 gamma.py:13(Gamma)
        1    0.000    0.000    0.000    0.000 exponential.py:9(Exponential)
        1    0.000    0.000    0.000    0.000 __init__.py:34(<listcomp>)
        9    0.000    0.000    0.000    0.000 _typing.py:329(__eq__)
        1    0.000    0.000    0.000    0.000 prune.py:12(BasePruningMethod)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:45(__call__)
       26    0.000    0.000    0.000    0.000 typing.py:1333(cast)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 weakref.py:345(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 visitor_meta.py:51(<dictcomp>)
        1    0.000    0.000    0.000    0.000 data_types.py:907(Audio)
        3    0.000    0.000    0.000    0.000 type_checkers.py:148(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
       23    0.000    0.000    0.000    0.000 frontend.py:386(<listcomp>)
        1    0.000    0.000    0.000    0.000 rnn.py:271(LSTM)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        1    0.000    0.000    0.000    0.000 sampler.py:72(RandomSampler)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:23(ConfusionMatrix)
        1    0.000    0.000    0.000    0.000 r2score.py:23(R2Score)
        1    0.000    0.000    0.000    0.000 spearman.py:24(SpearmanCorrcoef)
        1    0.000    0.000    0.000    0.000 _msvccompiler.py:170(MSVCCompiler)
        2    0.000    0.000    0.000    0.000 _flag.py:223(_parse_from_default)
        1    0.000    0.000    0.000    0.000 augmentation.py:107(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 base.py:251(AugmentationBase2D)
        1    0.000    0.000    0.000    0.000 affwarp.py:770(Rescale)
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 enum.py:57(_make_class_unpicklable)
        4    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
        1    0.000    0.000    0.000    0.000 pathlib.py:976(parent)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 sessions.py:59(__init__)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:793(ArtifactManifestEntry)
        1    0.000    0.000    0.000    0.000 mman.py:267(__init__)
        1    0.000    0.000    0.000    0.000 public.py:1848(QueryGenerator)
        1    0.000    0.000    0.000    0.000 _dtypes.py:397(PythonObjectType)
        2    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 rnn.py:984(LSTMCell)
        2    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 iou.py:23(IoU)
        1    0.000    0.000    0.000    0.000 config.py:162(ConfigHandler)
        1    0.000    0.000    0.000    0.000 writer.py:28(FileWriter)
        1    0.000    0.000    0.000    0.000 rgb.py:229(BgrToRgb)
        1    0.000    0.000    0.000    0.000 affine_shape.py:138(LAFAffNetShapeEstimator)
       18    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
       15    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       15    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        1    0.000    0.000    0.000    0.000 parse.py:411(_splitnetloc)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:12(filter)
        1    0.000    0.000    0.000    0.000 definition.py:139(GraphQLObjectType)
       10    0.000    0.000    0.000    0.000 ast.py:333(__init__)
        1    0.000    0.000    0.000    0.000 suggestion_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 git.py:14(GitRepo)
        1    0.000    0.000    0.000    0.000 base.py:56(UpdateProgress)
        1    0.000    0.000    0.000    0.000 batchnorm.py:14(_NormBase)
        1    0.000    0.000    0.000    0.000 padding.py:13(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 fold.py:9(Fold)
        9    0.000    0.000    0.000    0.000 _builtins.py:121(<genexpr>)
        1    0.000    0.000    0.000    0.000 rnn.py:118(_LSTMSingleLayer)
        2    0.000    0.000    0.000    0.000 constraints.py:119(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:38(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1046(StackTransform)
        1    0.000    0.000    0.000    0.000 studentT.py:10(StudentT)
        1    0.000    0.000    0.000    0.000 __init__.py:25(MkldnnModule)
        1    0.000    0.000    0.000    0.000 rnn.py:866(LSTMCell)
        1    0.000    0.000    0.000    0.000 dataset.py:295(Subset)
        1    0.000    0.000    0.000    0.000 auc.py:24(AUC)
        1    0.000    0.000    0.000    0.000 binned_precision_recall.py:170(BinnedAveragePrecision)
        2    0.000    0.000    0.000    0.000 _flagvalues.py:179(register_flag_by_module)
        1    0.000    0.000    0.000    0.000 minidom.py:345(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:662(Element)
        1    0.000    0.000    0.000    0.000 augmentation.py:260(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 pyramid.py:94(ScalePyramid)
        1    0.000    0.000    0.000    0.000 hardnet.py:15(HardNet)
        1    0.000    0.000    0.000    0.000 hardnet.py:87(HardNet8)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        2    0.000    0.000    0.000    0.000 six.py:874(__prepare__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1321(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:311(__init__)
        5    0.000    0.000    0.000    0.000 definition.py:11(is_type)
        1    0.000    0.000    0.000    0.000 public.py:585(Paginator)
        1    0.000    0.000    0.000    0.000 data_types.py:71(_WBValueArtifactSource)
        1    0.000    0.000    0.000    0.000 wandb_config.py:23(Config)
        1    0.000    0.000    0.000    0.000 settings_static.py:18(SettingsStatic)
        1    0.000    0.000    0.000    0.000 normalization.py:86(LayerNorm)
        1    0.000    0.000    0.000    0.000 annotations.py:39(EvalEnv)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:10(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 dataloader.py:484(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 msvc.py:484(RegistryInfo)
        6    0.000    0.000    0.000    0.000 rewriter_config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 training_tricks.py:30(TrainerTrainingTricksMixin)
        1    0.000    0.000    0.000    0.000 augmentation.py:1307(Normalize)
        1    0.000    0.000    0.000    0.000 base.py:406(AugmentationBase3D)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        3    0.000    0.000    0.000    0.000 retry.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 scope.py:98(__init__)
        1    0.000    0.000    0.000    0.000 fragment.py:96(Fragment)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 root.py:19(RootUpdateProgress)
        4    0.000    0.000    0.000    0.000 version.py:314(<listcomp>)
        9    0.000    0.000    0.000    0.000 python_message.py:935(_AddHasExtensionMethod)
        1    0.000    0.000    0.000    0.000 internal.py:202(HandlerThread)
       13    0.000    0.000    0.000    0.000 __init__.py:2333(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 linear.py:35(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:116(Bilinear)
        1    0.000    0.000    0.000    0.000 function.py:358(NestedIOFunction)
       23    0.000    0.000    0.000    0.000 frontend.py:390(<listcomp>)
        1    0.000    0.000    0.000    0.000 conv.py:540(_ConvTransposeNd)
        2    0.000    0.000    0.000    0.000 _ops.py:52(__init__)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:55(closed)
        3    0.000    0.000    0.000    0.000 constraints.py:102(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:451(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:26(__init__)
        1    0.000    0.000    0.000    0.000 mean_absolute_error.py:26(MeanAbsoluteError)
        1    0.000    0.000    0.000    0.000 mean_squared_error.py:26(MeanSquaredError)
        1    0.000    0.000    0.000    0.000 retrieval_fallout.py:24(RetrievalFallOut)
        1    0.000    0.000    0.000    0.000 finetuning.py:304(BackboneFinetuning)
        1    0.000    0.000    0.000    0.000 local.py:13(LocalFileSystem)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:25(Dimension)
        1    0.000    0.000    0.000    0.000 metrics.py:14(<module>)
        7    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
